Tipo,Inep,Nome,AbreviacaoNome,Telefone,Email
NI                                                                                        ,43108830,ESC ESTADUAL DE ENSINO FUND ANITA GARIBALDI             ,ANITA GARIBALDI               ,33545167,efanitag-01cre@seduc.rs.gov.br                    
NI                                                                                        ,43108849,E FUND LA SALLE ESMERALDA                               ,SALLE ESMERALDA               ,33196344,monica.matos@lasalle.edu.br                       
NI                                                                                        ,43108873,ASSOC. BENEFIC. SANTA ZITA DE LUCCA                     ,ZITA                          ,33361880,santazitadelucca@brturbo.com.br                   
NI                                                                                        ,43108881,ESC MAT E J INF TIO CHICO                               ,TIO CHICO                     ,32884287,crechebm@brigadamilitar.rs.gov.br                 
NI                                                                                        ,43108903,ESC EST DE ENS MEDIO PRESIDENTE COSTA E SILVA           ,COSTA E SILVA                 ,32176790,e.e.e.m.costaesilva@bol.com.br                    
NI                                                                                        ,43108911,COLEGIO EST ENG  ILDO MENEGHETTI                        ,ILDO MENEGHETTI               ,32501147,ildomeneghetti@yahoo.com.br                       
NI                                                                                        ,43108938,ESC MAT E J INF MELADINHO LTDA                          ,MELADINHO                     ,32314040,escolameladinho@terra.com.br                      
NI                                                                                        ,43108946,ESCOLA DE EDUCAÇÃO INFANTIL PIAZITO                     ,PIAZITO                       ,32321051,escolapiazito@via-rs.net                          
NI                                                                                        ,43108954,ESC EST ENS FUND LUIZ DE AZAMBUJA SOARES                ,LUIZ DE AZAMBUJ               ,33849389,azambuja.soares@ig.com.br                         
NI                                                                                        ,43108962,COLÉGIO ESTADUAL  PADRE RAMBO                           ,PADRE RAMBO                   ,33363066,colegiopadrerambo@yahoo.com.br                    
NI                                                                                        ,43108970,ESC EST ENS FUNDAMENTAL MAURICIO SIROTSKI SOBRINHO      ,MAURICIO SIROSK               ,33154746,efmauriciossobrinho-01cre@seduc.rs.gov.br         
